Label,Text,%digits,%max_digit_skip_0,%ascii,length,first_character_ascii,first_character_digit
2,"01686979170
",0.9166666666666666,1.0,0.0,12,0,1
2,"01697565952
",0.9166666666666666,1.0,0.0,12,0,1
2,"01698203985
",0.9166666666666666,1.0,0.0,12,0,1
2,"0084.85876443
",0.8571428571428571,1.0,0.0,14,0,1
2,"0912025544
",0.9090909090909091,1.0,0.0,11,0,1
2,"0983669908
",0.9090909090909091,1.0,0.0,11,0,1
2,"0949844646
",0.9090909090909091,1.0,0.0,11,0,1
2,"0904.39.40.41
",0.7142857142857143,1.0,0.0,14,0,1
2,"0915020617
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912116730
",0.9090909090909091,1.0,0.0,11,0,1
2,"48729369458
",0.9166666666666666,1.0,0.0,12,0,1
2,"0913002087
",0.9090909090909091,1.0,0.0,11,0,1
2,"0915250393
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912632969
",0.9090909090909091,1.0,0.0,11,0,1
2,"0936-057-869
",0.7692307692307693,1.0,0.0,13,0,1
2,"0904215979
",0.9090909090909091,1.0,0.0,11,0,1
2,"091286459
",0.9,1.0,0.0,10,0,1
2,"0904325898
",0.9090909090909091,1.0,0.0,11,0,1
2,"0979336113
",0.9090909090909091,1.0,0.0,11,0,1
2,"0982.00.19.03
",0.7142857142857143,1.0,0.0,14,0,1
2,"0936696931
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912666959
",0.9090909090909091,1.0,0.0,11,0,1
2,"0983.120.984
",0.7692307692307693,1.0,0.0,13,0,1
2,"0986151158
",0.9090909090909091,1.0,0.0,11,0,1
2,"0948071329
",0.9090909090909091,1.0,0.0,11,0,1
2,"0982014977
",0.9090909090909091,1.0,0.0,11,0,1
2,"0987864770
",0.9090909090909091,1.0,0.0,11,0,1
2,"0988086893
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912498039
",0.9090909090909091,1.0,0.0,11,0,1
2,"0904122683
",0.9090909090909091,1.0,0.0,11,0,1
2,"0978215397
",0.9090909090909091,1.0,0.0,11,0,1
2,"0973634203
",0.9090909090909091,1.0,0.0,11,0,1
2,"0913513112
",0.9090909090909091,1.0,0.0,11,0,1
2,"0983880609
",0.9090909090909091,1.0,0.0,11,0,1
2,"84 904163326
",0.8461538461538461,1.0,0.0,13,0,1
2,"0904273137
",0.9090909090909091,1.0,0.0,11,0,1
2,"84 904 262 456
",0.7333333333333333,1.0,0.0,15,0,1
2,"0936676358
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912703934
",0.9090909090909091,1.0,0.0,11,0,1
2,"0975 866 919
",0.7692307692307693,1.0,0.0,13,0,1
2,"0984599916
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912066584
",0.9090909090909091,1.0,0.0,11,0,1
2,"0983118719
",0.9090909090909091,1.0,0.0,11,0,1
2,"0961516679
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912 563 356
",0.7692307692307693,1.0,0.0,13,0,1
2,"0989666770
",0.9090909090909091,1.0,0.0,11,0,1
2,"0934936850
",0.9090909090909091,1.0,0.0,11,0,1
2,"0978486885
",0.9090909090909091,1.0,0.0,11,0,1
2,"0913099186
",0.9090909090909091,1.0,0.0,11,0,1
2,"0903212615
",0.9090909090909091,1.0,0.0,11,0,1
2,"0903202759
",0.9090909090909091,1.0,0.0,11,0,1
2,"0904690978
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912761801
",0.9090909090909091,1.0,0.0,11,0,1
2,"0904261130
",0.9090909090909091,1.0,0.0,11,0,1
2,"0985240509
",0.9090909090909091,1.0,0.0,11,0,1
2,"0913273934
",0.9090909090909091,1.0,0.0,11,0,1
2,"0983371937
",0.9090909090909091,1.0,0.0,11,0,1
2,"0983740646
",0.9090909090909091,1.0,0.0,11,0,1
2,"0976091986
",0.9090909090909091,1.0,0.0,11,0,1
2,"0989060992
",0.9090909090909091,1.0,0.0,11,0,1
2,"61-416545524
",0.8461538461538461,1.0,0.0,13,0,1
2,"0913359198
",0.9090909090909091,1.0,0.0,11,0,1
2,"84912766007
",0.9166666666666666,1.0,0.0,12,0,1
2,"0986824077
",0.9090909090909091,1.0,0.0,11,0,1
2,"0988142558
",0.9090909090909091,1.0,0.0,11,0,1
2,"0904300181
",0.9090909090909091,1.0,0.0,11,0,1
2,"+84.0948952335
",0.8,0.9333333333333333,0.0,15,0,0
2,"0983970061
",0.9090909090909091,1.0,0.0,11,0,1
2,"0989143174
",0.9090909090909091,1.0,0.0,11,0,1
2,"0983420985
",0.9090909090909091,1.0,0.0,11,0,1
2,"0982929468
",0.9090909090909091,1.0,0.0,11,0,1
2,"0989619927
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912030905
",0.9090909090909091,1.0,0.0,11,0,1
2,"0983534988
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912972830
",0.9090909090909091,1.0,0.0,11,0,1
2,"0966743751
",0.9090909090909091,1.0,0.0,11,0,1
2,"0913005899
",0.9090909090909091,1.0,0.0,11,0,1
2,"01664636259
",0.9166666666666666,1.0,0.0,12,0,1
2,"0983197906
",0.9090909090909091,1.0,0.0,11,0,1
2,"0985928585
",0.9090909090909091,1.0,0.0,11,0,1
2,"0169.439.0438
",0.7857142857142857,1.0,0.0,14,0,1
2,"0986236790
",0.9090909090909091,1.0,0.0,11,0,1
2,"0914342728
",0.9090909090909091,1.0,0.0,11,0,1
2,"0989311105
",0.9090909090909091,1.0,0.0,11,0,1
2,"0913 067 850
",0.7692307692307693,1.0,0.0,13,0,1
2,"0912069762
",0.9090909090909091,1.0,0.0,11,0,1
2,"0975226266
",0.9090909090909091,1.0,0.0,11,0,1
2,"0904318199
",0.9090909090909091,1.0,0.0,11,0,1
2,"0915231150
",0.9090909090909091,1.0,0.0,11,0,1
2,"0902-246-984
",0.7692307692307693,1.0,0.0,13,0,1
2,"0989 199 818
",0.7692307692307693,1.0,0.0,13,0,1
2,"(0031) 648946251
",0.7647058823529411,0.9411764705882353,0.0,17,0,0
2,"0904 - 100 - 474
",0.5882352941176471,1.0,0.0,17,0,1
2,"0979228077
",0.9090909090909091,1.0,0.0,11,0,1
2,"0904143433
",0.9090909090909091,1.0,0.0,11,0,1
2,"01227 319 519
",0.7857142857142857,1.0,0.0,14,0,1
2,"0904252676
",0.9090909090909091,1.0,0.0,11,0,1
2,"0982022119
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912 376186
",0.8333333333333334,1.0,0.0,12,0,1
2,"0903246274
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912488601
",0.9090909090909091,1.0,0.0,11,0,1
2,"(84)936367283
",0.7857142857142857,0.9285714285714286,0.0,14,0,0
2,"0967008488
",0.9090909090909091,1.0,0.0,11,0,1
2,"0904 42 95 99
",0.7142857142857143,1.0,0.0,14,0,1
2,"0906.388.688
",0.7692307692307693,1.0,0.0,13,0,1
2,"084- 0983570802
",0.8125,1.0,0.0,16,0,1
2,"0912419549
",0.9090909090909091,1.0,0.0,11,0,1
2,"0963.178.999
",0.7692307692307693,1.0,0.0,13,0,1
2,"0916.602.399
",0.7692307692307693,1.0,0.0,13,0,1
2,"0989.972.525
",0.7692307692307693,1.0,0.0,13,0,1
2,"0977.475.108
",0.7692307692307693,1.0,0.0,13,0,1
2,"01644.948.941
",0.7857142857142857,1.0,0.0,14,0,1
2,"0978.531.283
",0.7692307692307693,1.0,0.0,13,0,1
2,"01692.313.661
",0.7857142857142857,1.0,0.0,14,0,1
2,"0979.691.461
",0.7692307692307693,1.0,0.0,13,0,1
2,"0984.172.220
",0.7692307692307693,1.0,0.0,13,0,1
2,"0985.253.050
",0.7692307692307693,1.0,0.0,13,0,1
2,"01667.446.328
",0.7857142857142857,1.0,0.0,14,0,1
2,"0121.505.7753
",0.7857142857142857,1.0,0.0,14,0,1
2,"0973.600.497
",0.7692307692307693,1.0,0.0,13,0,1
2,"01644.789.736
",0.7857142857142857,1.0,0.0,14,0,1
2,"01655.736.603
",0.7857142857142857,1.0,0.0,14,0,1
2,"0984.094.438
",0.7692307692307693,1.0,0.0,13,0,1
2,"0975.675.426
",0.7692307692307693,1.0,0.0,13,0,1
2,"01693.209.663
",0.7857142857142857,1.0,0.0,14,0,1
2,"01282.378.486
",0.7857142857142857,1.0,0.0,14,0,1
2,"0943.727.546
",0.7692307692307693,1.0,0.0,13,0,1
2,"0350.3672100
",0.8461538461538461,1.0,0.0,13,0,1
2,"0350.3670940
",0.8461538461538461,1.0,0.0,13,0,1
2,"0350.3672105
",0.8461538461538461,1.0,0.0,13,0,1
2,"0350.3672103
",0.8461538461538461,1.0,0.0,13,0,1
2,"0281.3879640
",0.8461538461538461,1.0,0.0,13,0,1
2,"0281.3500971
",0.8461538461538461,1.0,0.0,13,0,1
2,"0240.3556123
",0.8461538461538461,1.0,0.0,13,0,1
2,"0240.3823550
",0.8461538461538461,1.0,0.0,13,0,1
2,"0219.3867238 (máy lẻ 1050)
",0.5555555555555556,0.48148148148148145,0.1111111111111111,27,0,1
2,"0241.3822524
",0.8461538461538461,1.0,0.0,13,0,1
2,"0241.3810087
",0.8461538461538461,1.0,0.0,13,0,1
2,"0241.3822523
",0.8461538461538461,1.0,0.0,13,0,1
2,"0230.3830405
",0.8461538461538461,1.0,0.0,13,0,1
2,"0230.382503
",0.8333333333333334,1.0,0.0,12,0,1
2,"026.3953734
",0.8333333333333334,1.0,0.0,12,0,1
2,"0230.3830405
",0.8461538461538461,1.0,0.0,13,0,1
2,"0230.3825030
",0.8461538461538461,1.0,0.0,13,0,1
2,"0904.042.819
",0.7692307692307693,1.0,0.0,13,0,1
2,"0936.630.738
",0.7692307692307693,1.0,0.0,13,0,1
2,"0918.459.828
",0.7692307692307693,1.0,0.0,13,0,1
2,"0904.235.475
",0.7692307692307693,1.0,0.0,13,0,1
2,"0982.873.245
",0.7692307692307693,1.0,0.0,13,0,1
2,"0912.274.996
",0.7692307692307693,1.0,0.0,13,0,1
2,"0912.352.607
",0.7692307692307693,1.0,0.0,13,0,1
2,"0914.284.289
",0.7692307692307693,1.0,0.0,13,0,1
2,"0913.260.317
",0.7692307692307693,1.0,0.0,13,0,1
2,"0915.046.638
",0.7692307692307693,1.0,0.0,13,0,1
2,"0915.046.638
",0.7692307692307693,1.0,0.0,13,0,1
2,"0913.256.211
",0.7692307692307693,1.0,0.0,13,0,1
2,"0912.081.268
",0.7692307692307693,1.0,0.0,13,0,1
2,"0912.627.077
",0.7692307692307693,1.0,0.0,13,0,1
